,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
6443,ts78296,Breathe,SHOW,"Kabir, a brilliant but non-conventional officer of the Crime Branch, puts the pieces together of seemingly unconnected deaths of organ donors that lead up to an unlikely suspect - the affable Danny. Kabir will not stop till he cracks the case and delivers justice.",2018,TV-MA,39,"['crime', 'drama', 'thriller']",['IN'],1.0,tt6466208,8.4,19289.0,6.445,7.8,1,8.1
6461,ts56108,Armed Girl's Machiavellism,SHOW,"The Private Aichi Symbiosis Academy was originally a high school for high-class girls. When it became co-ed, the girls, out of fear, asked to be permitted to bring weapons to school. When that was enforced, a five-member vigilante corps-like organization called the ""Supreme Five Swords"" was also formed.

After many generations, the five swords eventually became a group which corrected problematic students, and the academy started proactively accepting such students in order to correct them.

Nomura Fudou was sent to this school after being part of a huge brawl. What will he do when the only options he has after enrolling are being expelled from that school or being corrected the way the rest of the male students there were...by being forced to dress and act like a girl!",2017,TV-14,24,"['action', 'comedy', 'animation']",['JP'],1.0,tt9013220,6.6,345.0,27.11,7.4,1,7.0
6503,ts55087,You Are Wanted,SHOW,"Lukas Franke finds himself a victim of a hacking attack, his online information altered to implicate him as having masterminded a cyber-attack on Berlin resulting in a city-wide blackout. Suspected as a terrorist, Lukas scrambles to find out why he's been targeted, as even his family and friends begin to doubt his innocence.",2017,TV-14,49,"['drama', 'thriller', 'european']",['DE'],2.0,tt5462886,6.0,3296.0,9.861,6.6,2,6.3
6508,ts75765,My Girlfriend Is Shobitch,SHOW,"Haruka Shinozaki has been interested in the class representative, Akiho Kousaka, since his first year in high school. She is attractive, good at sports, and is an all-around model student. Since they are in the same class this year, Shinozaki decides to confess his feelings—and, to his shock, Kousaka agrees to be his girlfriend!

However, he finds that Kousaka is a bit stranger than he first thought: this seemingly perfect girl has never been in a relationship. But even though she is inexperienced, she vows to please Shinozaki in every way she can... such as learning multiple sex positions or his fetishes. Shinozaki tries to assure her that her studies into such subjects aren't necessary, but Kousaka devotes herself to making him happy in more ways than one.",2017,TV-MA,24,"['comedy', 'animation']",['JP'],1.0,tt8644562,5.8,283.0,26.578,8.3,1,7.050000000000001
6524,ts56244,Sagrada Reset,SHOW,"Nearly half the population of Sakurada, a small town near the Pacific Ocean, has some sort of unique power. These powers range from being able to enter the mind of a cat, to resetting the world back to a certain point in time in the past. There is a group known as the ""Kanrikyoku"" that controls and monitors the use of these powers. Asai Kei and Haruki Misora work for their school’s club called ""Houshi"" club, which execute any missions received from the Kanrikyoku. Misora has the ability to reset the world 3 days. This means that all events and any memory of the past 3 days that ""could have"" happened, never happened. Kei has the ability to ""remember"" the past. Even after Misora uses her powers to reset the world back 3 days, Kei will retain those 3 days in his memory. Combining their powers, these two solve missions issued by the Kanrikyoku.",2017,TV-14,25,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt7537488,7.3,120.0,9.251,8.3,1,7.800000000000001
6527,ts84116,El secreto de Selena,SHOW,The series explores from a different point of view what happened on the day Selena died and what was behind it--a secret that Yolanda Saldívar kept.,2018,TV-14,55,"['drama', 'crime']",['MX'],1.0,tt7084640,4.2,120.0,14.139,7.0,1,5.6
6541,ts76205,Laakhon Mein Ek,SHOW,"All that 15-year-old Aakash wants to do is make mimicry videos and post them online. Instead, he finds himself in an IIT coaching institute called Genius Infinity, where he is a misfit, unable to cope with the syllabus, and placed in the notorious section D. Now, along with roommates Bakri and Chudail, Aakash will learn to answer life’s multiple-choice questions.",2017,TV-14,26,['drama'],['IN'],2.0,tt7269100,8.2,3899.0,2.5,8.4,2,8.3
6611,ts83128,Six Dreams,SHOW,"Six Dreams is an exclusive and unprecedented insight into the Spanish first division of football. Follow six people during league season 2017-18: Three players, one coach, one sports director and a club president. Their stories offer an inside look at the daily difficulties, victories and challenges of professional football at the highest level.",2018,TV-14,60,"['documentation', 'sport']",['ES'],2.0,tt8115586,7.8,303.0,4.898,8.5,2,8.15
6636,ts89372,Titipo Titipo,SHOW,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2018,TV-Y,18,['animation'],['KR'],2.0,tt12987396,6.6,19.0,3.03,9.5,2,8.05
6645,ts84329,Native America,SHOW,"Explore the world created by America’s First Peoples. This four part series reaches back 15,000 years to reveal massive cities aligned to the stars, unique systems of science and spirituality, and 100 million people connected by social networks spanning two continents.",2018,TV-PG,53,"['documentation', 'history', 'family']",['US'],1.0,tt3139658,7.0,131.0,0.6,10.0,1,8.5
6650,ts82128,Seven Senses of the Re'Union,SHOW,"In the popular MMORPG world 'Union' there existed a legendary party named Subaru. This party, made up of a group of childhood friends and elementary schoolers, exceeded the limits of the game with their various senses. However, due to an incident which resulted in a death, 'Union' ended its service and the group of childhood friends went separate ways. Six years later, highschooler Haruto logged into the new 'Reunion' and reunited with a single girl. Asahi—one of old 'Subaru' party members, and his childhood friend who should have died six years ago. Is she a digital ghost, or...?",2018,TV-14,24,"['scifi', 'action', 'fantasy', 'animation']",['JP'],1.0,tt8343748,4.6,126.0,5.792,7.6,1,6.1
6658,ts58281,Princess Principal,SHOW,"The stage is set during the 19th century London, in its capital where a wall divides the east and west of the Kingdom of Albion. Five high school girls, who enrolled in the prestigious Queens May Fair School, are involved in spy activities that involve disguise, infiltration, car chase, and more. These girls take advantage of their special abilities and fly around the shadow world.",2017,TV-14,21,"['drama', 'action', 'animation', 'thriller', 'scifi']",['JP'],2.0,tt6692956,7.3,429.0,16.89,7.5,2,7.4
6662,ts80205,All or Nothing: The Michigan Wolverines,SHOW,"All or Nothing: The Michigan Wolverines goes behind-the-scenes of the winningest program in college football to chronicle Michigan's 2017 season. Head coach Jim Harbaugh leads his alma mater's young team as the series provides an intimate look at the lives, both on the field and off, of the student athletes charged with carrying on Michigan's legacy.",2018,TV-MA,42,"['reality', 'documentation', 'sport']",['US'],1.0,tt8134160,7.6,719.0,2.177,8.5,1,8.05
6677,ts58493,Niko and the Sword of Light,SHOW,"A plague of shadows has swept across the land, turning innocent creatures into terrible monsters. One champion remains to battle the darkness and return the world to the light: Niko. Armed with his magic sword and guided by a determined Princess, young Niko journeys to the Curse-ed Volcano to face the evil sorcerer Nar Est and free his people from their magic prison.",2017,TV-G,24,"['scifi', 'action', 'animation', 'family', 'fantasy']",['US'],2.0,tt3952772,7.7,439.0,11.881,9.0,2,8.35
6723,ts56675,Bucket,SHOW,"Reserved history teacher Fran has long had a strained relationship with her eccentric, free-spirit mother Mim. When Mim announces that she is dying Fran feels obliged to accompany her on a road trip ticking off items on her bucket list.",2017,TV-14,26,['comedy'],['GB'],1.0,tt6538064,5.8,187.0,2.296,5.0,1,5.4
6751,ts56728,Fighter of the Destiny,SHOW,"Chun Chang Sheng was abandoned in a flowing river and plucked up by a Taoist monk. He’s actually the fourth Prince of the Chen’s Royal bloodline. He’s plagued with an incurable illness, fated not to live past the age of 20. To find a cure, he leaves his temple, armed with a promise of marriage scroll, to become a student at a famous academy. He meets Xu You Rong and they slowly fall in love after hopping through the trials and tribulations of his journey .",2017,TV-14,45,"['scifi', 'fantasy', 'animation']",['CN'],1.0,tt6283378,6.9,142.0,11.047,8.7,1,7.8
6759,ts80421,Southern Charm New Orleans,SHOW,"Follow an elite circle of friends who were born into prominent families and live a New Orleans' lifestyle of exclusive parties where you know everyone and everyone knows you. The music and beat of Bourbon Street fades as viewers get a look at the exclusive community of wealth, rich culture and deep traditions.",2018,TV-14,44,['reality'],['US'],3.0,tt6845424,6.3,86.0,1.038,6.5,3,6.4
6799,ts78981,The Dangerous Book for Boys,SHOW,"The story of a middle-class family coping with the sudden passing of their beloved patriarch Patrick, a whimsical inventor who touched the lives of all who knew him. Devastated, his family finds hope in a guide book he created for his sons.",2018,TV-Y7,27,"['drama', 'comedy', 'family']",['US'],1.0,tt1082583,5.8,464.0,3.276,5.7,1,5.75
6838,ts58043,Altair: A Record of Battles,SHOW,"Tughril Mahmut is a young pasha serving on the Divan of the Türkiye Stratocracy. The clouds of war are gathering over his country due to the threat of an aggressive Empire. With the Divan split between warmongers and the pacifists, Mahmut begins his quest to keep the peace at any cost. As he finds himself deeper and deeper in the politics of the ancient world, new enemies and allies surface. Who will prevail? What will Mahmut do if war proves to be inevitable?",2017,TV-PG,24,"['action', 'scifi']",['JP'],1.0,tt12875720,8.3,66.0,11.877,7.7,1,8.0
6898,ts108992,Drag Heals,SHOW,Drag Heals is a documentary TV series that follows drag artists building their own stage show. Drag Heals examines soul-deep story sharing techniques as well as the unique talents and skills required from a drag performer.,2018,TV-14,26,['reality'],['CA'],3.0,tt8712664,8.6,27.0,0.6,8.0,3,8.3
6931,ts118548,Imada x Higashino no Carigyura,SHOW,"In this variety series, hosts Koji Imada and Koji Higashino pick up projects that were judged too difficult to produce on TV in today's world.",2017,TV-14,43,['reality'],['JP'],2.0,tt7329308,6.2,5.0,1.259,8.5,2,7.35
6943,ts56254,Anonymous Noise,SHOW,"Every day, a young girl wearing a mask stands by the beach and sings a nostalgic melody. After experiencing two sudden heart-wrenching partings when she was only a child, Nino Arisugawa has been singing her songs to the ocean, bound by a promise made with her two childhood friends—her first love, Momo Sakaki, and a boy who composed music, Kanade ""Yuzu"" Yuzuhira. Having never met each other, the boys both individually promised that if Nino was ever separated from them, her voice would be the beacon to reunite them once again.

After six long years, destiny has finally placed Nino, Momo, and Yuzu in the same high school. However, the passage of time has changed many things in their lives—while Nino relentlessly attempts to fulfill her childhood promise with the boys, Yuzu's feelings for her from the past resurface, and Momo goes to great lengths to prevent a reunion with Nino. Through music, will they be able to mend their friendship and overcome all the feelings involved in this complicated love triangle?",2017,TV-14,25,"['drama', 'animation', 'music', 'romance']",['JP'],1.0,tt6858404,6.2,199.0,10.781,6.3,1,6.25
6983,ts56249,Kabukibu!,SHOW,"Kurogo Kurusu is a high school student who loves all things Kabuki - the classical dance-dramas that have inspired Japan's theater fans since the early 17th century. When he finds out that his school doesn't have a club that would allow him to pursue his passions, Kurogo sets out to create a kabuki club of his own in order to introduce the art-form to a new generation of fans. His first order of business? Convincing his classmates to sign up.",2017,TV-14,25,"['animation', 'comedy']",['JP'],1.0,tt12758256,7.1,9.0,0.935,6.0,1,6.55
7071,ts82819,Eat. Race. Win.,SHOW,"EAT. RACE. WIN. is a behind-the-scenes adventure into the biggest annual sporting event on the planet: The Tour de France. The Queen of Performance Cooking, Chef Hannah Grant, takes you on her race within the race as she sources performance food for Australia's pro cycling team, Orica-Scott. Hannah shows us exactly what it takes to perform at the edge of human endurance for 21 race days.",2018,TV-14,28,"['documentation', 'sport']",['US'],1.0,tt8444202,7.1,231.0,1.23,10.0,1,8.55
7280,ts57454,Danger & Eggs,SHOW,"Follows the endless adventures of a fearless, teal-haired girl named D.D. Danger and her ever cautious best friend, a giant talking egg named Phillip. Together, join this buddy system as they explore an underground laboratory, meet a tech-savvy raccoon, and find moments of heart in the smallest bite of broccoli.",2017,TV-G,22,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt5120600,5.0,582.0,3.415,8.7,1,6.85
7413,ts57513,Vatican Miracle Examiner,SHOW,"Vatican City—Holy Land of the Catholics. Amidst the land, there is an organization that conducts rigorous investigations on ""claims of miracles"" from all over the world to ascertain their credibility. The organization is referred to as ""Seito no Za"" (Assembly of Saints) and the priests that belong there are called miracle investigators. Robert Nicholas, an ancient archive and cryptanalysis expert is partnered and good friends with Hiraga Josef Kou, a genius scientist. Together, the brilliant duo investigates the ""miracles"" and uncovers the incidents and conspiracies hidden behind them.",2017,TV-MA,24,"['drama', 'animation']",['JP'],1.0,tt6994700,6.5,78.0,4.344,6.5,1,6.5
7422,ts86600,The Chosen,SHOW,The life of Christ through the eyes of those who encountered him called The Chosen.,2019,TV-G,47,"['drama', 'history']",['US'],2.0,tt9471404,9.4,25538.0,30.771,9.4,2,9.4
7423,ts108549,Sanditon,SHOW,"About Charlotte Heywood, a spirited and impulsive woman, who moves from her rural home to Sanditon, a fishing village attempting to reinvent itself as a seaside resort.",2019,TV-14,49,"['drama', 'romance']",['GB'],3.0,tt8685324,7.7,12352.0,24.264,8.5,3,8.1
7424,ts94023,The Wilds,SHOW,A group of teens must survive after a plane crash leaves them stranded on a deserted island. The girls tell their stories to investigators who slowly piece together what happened to them.,2020,TV-14,54,['drama'],['US'],2.0,tt8633062,7.2,16378.0,62.156,8.0,2,7.6
7425,ts87870,Undone,SHOW,"After getting into a near fatal car accident, Alma discovers she has a new relationship with time and uses this ability to find out the truth about her father’s death.",2019,TV-MA,23,"['scifi', 'animation', 'drama', 'fantasy']",['US'],2.0,tt8101850,8.2,18378.0,40.057,7.7,2,7.949999999999999
7426,ts78125,The Boys,SHOW,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,2019,TV-MA,60,"['scifi', 'action', 'crime', 'drama', 'comedy']",['US'],3.0,tt1190634,8.7,362539.0,250.632,8.4,3,8.55
7427,ts87778,Upload,SHOW,"In 2033, people who are near death can be “uploaded” into virtual reality hotels run by 6 tech firms. Cash-strapped Nora lives in Brooklyn and works customer service for the luxurious “Lakeview” digital afterlife. When L.A. party-boy/coder Nathan’s self-driving car crashes, his high-maintenance girlfriend uploads him permanently into Nora’s VR world.",2020,TV-MA,31,"['comedy', 'scifi']",['US'],3.0,tt7826376,7.9,63077.0,37.886,8.2,3,8.05
7430,ts87959,Your Honor,SHOW,New Orleans judge Michael Desiato is forced to confront his own deepest convictions when his son is involved in a hit and run that embroils an organized crime family.,2020,TV-MA,57,"['drama', 'crime', 'thriller']",['US'],1.0,tt7440726,7.6,43816.0,66.793,8.2,1,7.8999999999999995
7434,ts57328,Good Omens,SHOW,"Aziraphale, an angel, and Crowley, a demon, join forces to find the Antichrist and stop Armageddon.",2019,TV-MA,56,"['scifi', 'comedy', 'fantasy']",['GB'],2.0,tt1869454,8.1,71075.0,36.101,8.0,2,8.05
7435,ts90311,Vinland Saga,SHOW,"For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.",2019,TV-MA,24,"['action', 'animation', 'drama', 'history']",['JP'],1.0,tt10233448,8.8,30127.0,12.306,8.7,1,8.75
7439,ts87958,The Spanish Princess,SHOW,"The beautiful Spanish princess, Catherine of Aragon, navigates the royal lineage of England with an eye on the throne.",2019,TV-MA,57,"['drama', 'war', 'history', 'romance']",['US'],2.0,tt8417308,6.8,7564.0,30.153,7.6,2,7.199999999999999
7440,ts47256,Hanna,SHOW,This thriller and coming-of-age drama follows the journey of an extraordinary young girl as she evades the relentless pursuit of an off-book CIA agent and tries to unearth the truth behind who she is. Based on the 2011 Joe Wright film.,2019,TV-MA,49,"['action', 'drama', 'romance']",['US'],3.0,tt6932244,7.6,37293.0,44.074,7.6,3,7.6
7441,ts115157,Dublin Murders,SHOW,Crime series based on the novels by Tana French.,2019,TV-MA,57,"['crime', 'drama', 'thriller']",['GB'],1.0,tt7768192,7.1,10154.0,11.012,7.1,1,7.1
7442,ts88118,Hightown,SHOW,"Amid the drug trade on Cape Cod, a body washes ashore and is discovered by an irreverent National Marine Fisheries Service officer, Jackie Quinones, who is determined to help solve the murder even if the state cops want her nowhere near the case.",2020,TV-MA,57,"['drama', 'crime']",['US'],2.0,tt7718110,6.7,4676.0,33.788,6.7,2,6.7
7443,ts108389,Tales from the Loop,SHOW,"The townspeople who live above ""The Loop,"" a machine built to unlock and explore the mysteries of the universe, experience things previously consigned to the realm of science fiction.",2020,TV-MA,53,"['scifi', 'drama']",['US'],1.0,tt8741290,7.4,18278.0,17.413,7.0,1,7.2
7445,ts88545,P-Valley,SHOW,"Down deep in the Mississippi Delta, Trap music meets film noir in this kaleidoscopic story of a little-strip-club-that-could and the big characters who come through its doors—the hopeful, the lost, the broken, the ballers, the beautiful, and the damned.",2020,TV-MA,56,"['crime', 'drama']",['US'],2.0,tt9340526,7.0,3428.0,20.575,7.7,2,7.35
7448,ts86396,Now Apocalypse,SHOW,"This surreal, coming-of-age comedy series follows Ulysses and his friends Carly, Ford, and Severine, who are on various quests pursuing love, sex and fame. Between sexual and romantic dating-app adventures, Ulysses grows increasingly troubled as foreboding premonitory dreams make him wonder if some kind of dark and monstrous conspiracy is going on, or if he is just smoking too much weed.",2019,TV-MA,29,"['scifi', 'comedy']",['US'],1.0,tt8201814,6.2,3377.0,7.634,7.8,1,7.0
7449,ts85747,Wayne,SHOW,"In this gritty and sometimes bloody tale, sixteen year-old Wayne sets out on a dirt bike with his new crush Del to take back the 1978 Pontiac Trans Am that was stolen from his father before he died. It is Wayne and Del against the world.",2019,TV-MA,33,"['action', 'comedy']",['US'],1.0,tt7765404,8.4,14023.0,21.827,8.4,1,8.4
7450,ts146916,Carnival Row,SHOW,"A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",2019,TV-MA,56,"['fantasy', 'thriller', 'scifi', 'horror', 'crime', 'drama']",['US'],2.0,tt0489974,7.8,57194.0,26.335,8.0,2,7.9
7451,ts81216,City on a Hill,SHOW,"In early 90s Boston, an African-American District Attorney comes in from Brooklyn advocating change and forms an unlikely alliance with a corrupt yet venerated FBI veteran invested in maintaining the status quo. Together they take on a family of armored car robbers from Charlestown in a case that grows to encompass and eventually upend Boston’s city-wide criminal justice system.",2019,TV-MA,57,"['drama', 'thriller', 'crime']",['US'],3.0,tt7187044,7.5,11402.0,15.653,7.6,3,7.55
7453,ts95378,The Luminaries,SHOW,"Adventure mystery set in the midst of New Zealand's 1860's gold rush period. It has all the stuff that makes a good drama: murder, love and revenge, as men and women travel the world making their fortunes.",2020,TV-MA,57,['drama'],['NZ'],1.0,tt8075008,6.4,3428.0,12.648,7.1,1,6.75
7454,ts84637,Dororo,SHOW,"A samurai lord has bartered away his newborn son's organs to forty-eight demons in exchange for dominance on the battlefield. Yet, the abandoned infant survives thanks to a medicine man who equips him with primitive prosthetics—lethal ones with which the wronged son will use to hunt down the multitude of demons to reclaim his body one piece at a time, before confronting his father. On his journeys the young hero encounters an orphan who claims to be the greatest thief in Japan.",2019,TV-MA,24,"['action', 'fantasy', 'horror', 'animation']",['JP'],1.0,tt9458304,8.3,11734.0,51.546,8.7,1,8.5
7455,ts81219,Hunters,SHOW,A diverse band of Nazi Hunters living in 1977 New York City discover that hundreds of high ranking Nazi officials are living among us and conspiring to create a Fourth Reich in the U.S. The eclectic team of Hunters set out on a bloody quest to bring the Nazis to justice and thwart their new genocidal plans.,2020,TV-MA,64,"['drama', 'crime']",['US'],1.0,tt7456722,7.2,37244.0,33.983,7.6,1,7.4
7457,ts218144,Power Book II: Ghost,SHOW,The journey of some of Power's most controversial characters.,2020,TV-MA,62,"['drama', 'crime']",['US'],3.0,tt10732104,7.1,7200.0,27.432,8.7,3,7.8999999999999995
7458,ts55221,Too Old to Die Young,SHOW,"Detective Martin Jones, who leads a double life as a killer for hire in Los Angeles' deadly underground, suffers an existential crisis which leads him deeper into a blood splattered world of violence.",2019,TV-MA,75,"['drama', 'thriller', 'crime']",['US'],1.0,tt6517320,7.3,8694.0,11.001,7.7,1,7.5
7459,ts111122,ZeroZeroZero,SHOW,"A cocaine shipment makes its way to Europe, starting from the moment a powerful cartel of Italian criminals decides to buy it, to its journeys through Mexico, to its shipment across the Atlantic Ocean.",2019,TV-MA,55,"['crime', 'drama', 'thriller']",['IT'],1.0,tt8332438,8.2,23455.0,14.503,7.7,1,7.949999999999999
7463,ts283298,Modern Love,SHOW,"An unlikely friendship. A lost love resurfaced. A marriage at its turning point. A date that might not have been a date. An unconventional new family. These are unique stories about the joys and tribulations of love, each inspired by true events.",2019,TV-MA,32,"['comedy', 'romance']",['US'],2.0,tt8543390,8.0,30638.0,29.48,7.5,2,7.75
7464,ts109710,The Gloaming,SHOW,"When an unidentified woman is found brutally murdered, Detective Molly McGee teams up with fellow cop, Alex O'Connell, with whom she shares a tragic past, to solve the crime.",2020,TV-MA,51,"['horror', 'crime', 'drama']",['AU'],1.0,tt8610212,6.6,2154.0,7.598,6.6,1,6.6
7466,ts80485,Utopia,SHOW,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,2020,TV-MA,49,"['action', 'drama', 'scifi', 'thriller']",['US'],1.0,tt8303474,6.7,13568.0,30.979,7.4,1,7.050000000000001
7472,ts271783,Couples Therapy,SHOW,"Far from reality-show caricatures, this is true documentary filmmaking that brings viewers into the authentic and visceral experience of weekly therapy with four couples. World-class therapist Dr. Orna Guralnik deftly guides the couples through the minefield of honest confrontation with each other and with themselves, revealing the real-life struggles — and extraordinary breakthroughs — typically hidden behind closed doors.",2019,TV-MA,28,['reality'],['US'],3.0,tt10665386,8.0,699.0,12.233,9.3,3,8.65
7473,ts241248,Cocomelon,SHOW,"In the town of Cocomelon, baby JJ and his siblings go on fun every-day adventures with nursery, play, exploration, and learning - situations that any preschooler could relate to. Fun, relatable stories set to toe-tapping songs.",2019,TV-PG,8,"['animation', 'comedy', 'family']","['US', 'GB']",4.0,tt12427840,4.9,522.0,6.492,6.3,4,5.6
7474,ts110155,Beecham House,SHOW,A look at the lives of residents living in a Delhi mansion at the cusp of the 19th Century.,2019,TV-14,46,['drama'],['GB'],1.0,tt8451638,6.7,2095.0,5.679,7.3,1,7.0
7479,ts85213,Penny Dreadful: City of Angels,SHOW,"Rooted in the conflict between characters connected to the deity Santa Muerte and others allied with the Devil, this saga explores an exciting mix of the supernatural and the combustible reality of 1938 Los Angeles, a time and place deeply infused with Mexican-American folklore and social tension.",2020,TV-MA,57,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['US'],1.0,tt10361016,6.0,9605.0,30.667,7.1,1,6.55
7480,ts91113,The L Word: Generation Q,SHOW,"In this sequel to The L Word, we continue to follow the intermingled lives of Bette Porter, Alice Pieszecki and Shane McCutcheon, along with a new generation of diverse, self-possessed LGBTQIA+ characters experiencing love, heartbreak, sex, setbacks and success in L.A.",2019,TV-MA,55,['drama'],['US'],2.0,tt7661384,7.5,5950.0,20.361,8.1,2,7.8
7482,ts271996,Small Axe,SHOW,An anthology series of five stories looking at the lives of a group of friends and their families in London’s West Indian community from the late 1960s to the early 80s.,2020,TV-MA,81,"['drama', 'history']",['GB'],1.0,tt3464896,7.8,4269.0,7.862,7.5,1,7.65
7483,ts89628,Blood & Treasure,SHOW,An antiquities expert teams up with an art thief to catch a terrorist who funds his attacks using stolen artifacts.,2019,TV-14,50,['action'],['US'],2.0,tt7712598,6.7,4398.0,21.701,6.2,2,6.45
7485,ts88162,Flack,SHOW,"Robyn, the sharp and witty publicity maven, is an expert at her craft but a complete self-saboteur when it comes to her personal life. Robyn’s work as a crisis PR strategist is fast-paced and unpredictable, as she counsels high-profile personalities in entertainment, fashion and sports.",2019,TV-14,50,"['drama', 'comedy']",['GB'],2.0,tt8128344,7.2,5349.0,10.832,7.6,2,7.4
7497,ts214857,The Pale Horse,SHOW,Is a trio of witches responsible for a series of sudden deaths or is there a rational explanation?,2020,TV-MA,53,"['crime', 'drama', 'thriller']",['GB'],1.0,tt10485750,6.1,4952.0,14.032,6.2,1,6.15
7499,ts251370,Little Birds,SHOW,"We arrive with New York heiress Lucy Savage fresh off the transatlantic steamer and ready for love and marriage in exotic climes. But when her husband Hugo does not receive her in the way she expected, she spins off into the surprising, diverse and degenerate world of Tangier in 1955.",2020,TV-MA,47,"['drama', 'romance']",['GB'],1.0,tt9849190,6.0,2767.0,9.872,7.1,1,6.55
7501,ts107127,How to Survive Being Single,SHOW,Five guys decide to help his best friend over come his recent break up by showing him a sex driven and crazy life style people have when they are single.,2020,TV-MA,33,"['comedy', 'drama']",['MX'],3.0,tt8980700,6.1,2653.0,64.608,7.1,3,6.6
7504,ts217979,Truth Seekers,SHOW,"A ghost-hunting duo team up to uncover and film paranormal sightings across the U.K. and share their adventures on an online channel. Their supernatural experiences grow more frequent, terrifying, and even deadly as the pair begin to uncover a conspiracy that could threaten the entire human race.",2020,TV-MA,28,"['comedy', 'scifi', 'drama', 'fantasy', 'horror']","['GB', 'US']",1.0,tt7907922,7.0,12662.0,25.05,7.4,1,7.2
7518,ts215683,The Untamed,SHOW,"In a land dominated by the mighty Wen clan, a young man named Wei Wuxian strikes up an unconventional friendship with justice-loving Lan Wangji. When the duo unexpectedly stumbles across evidence implicating the Wen clan’s chief in a plot to bring mayhem to the inhabitants of their land, Wei Wuxian and Lan Wangji decide to intervene. However, the pair’s attempts to foil the Wen clan boss’s wicked plans go wrong. In the confusion that follows, Wei Wuxian disappears – with many fearing the worst for him. Sixteen years later, Wei Wuxian returns out of the blue. He is soon reunited with Lan Wangji, just as a spate of mysterious murders has broken out. The duo joins forces once more to investigate, determined not to fail this time… Can the pair get to the bottom of the intrigue? Will they solve the murder cases? And just who is the dastardly secret figure pulling the strings behind the evildoings now blighting the land?",2019,TV-14,44,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",['CN'],1.0,tt10554898,8.8,5963.0,52.565,9.1,1,8.95
7522,ts218488,El Cid,SHOW,"The story of Rodrigo Díaz de Vivar, a Castilian nobleman and war hero in medieval Spain.",2020,TV-14,55,"['war', 'action', 'drama', 'history']",['ES'],2.0,tt10689614,6.6,3432.0,58.453,7.4,2,7.0
7525,ts237241,Amy Schumer Learns to Cook,SHOW,"Amy and Chris are quarantined at home in Martha's Vineyard with their nanny, who looks after baby Gene and runs the camera during naptimes. Chef Chris is on a mission to use this quarantine to teach his wife to cook and Amy is ready, and for the most part willing, to learn.",2020,TV-PG,46,['reality'],['US'],2.0,tt12212014,5.0,732.0,1.505,1.0,2,3.0
7539,ts87384,The Widow,SHOW,"A woman's search to uncover the mystery of the disappearance of her husband leads her to the Congo, where she's forced to seek the truth about what happened to the man she loved.",2019,TV-MA,46,"['drama', 'action', 'thriller', 'romance']",['GB'],1.0,tt7459986,6.9,9842.0,15.269,7.1,1,7.0
7546,ts218118,Leavenworth,SHOW,A journey through The Army's criminal justice system seen through the lens of controversial case of Clint Lorance.,2019,TV-MA,55,"['documentation', 'crime', 'war']",['US'],1.0,tt10732150,6.6,137.0,1.402,8.0,1,7.3
7549,ts307768,Work in Progress,SHOW,"Abby is a 45-year-old self-identified fat, queer dyke whose misfortune and despair unexpectedly lead her to a vibrantly transformative relationship.",2019,TV-MA,28,"['drama', 'comedy']",['US'],2.0,tt10417836,7.0,1937.0,6.709,6.9,2,6.95
7558,ts224733,Love Fraud,SHOW,"Four-part docu-series following the search for one man, Richard Scott Smith, who over the past 20 years used the internet and his dubious charms to prey upon unsuspecting women in search of love — conning them out of their money and dignity.",2020,TV-MA,50,"['documentation', 'crime']",['US'],1.0,tt11457812,6.4,970.0,1.111,7.0,1,6.7
7572,ts271247,LEGO City Adventures,SHOW,"Welcome to LEGO City, a modern metropolis filled with the fiercest firefighters, the cream of the crop cops, and so many Blockheads. Every citizen will assemble together for the most awesomely awesome adventures.",2019,TV-Y7,14,"['action', 'comedy', 'family', 'animation']",['US'],3.0,tt10332322,6.8,183.0,10.548,7.8,3,7.3
7581,ts296795,Making the Cut,SHOW,Heidi Klum and Tim Gunn host designers who face challenges and assignments that will test their design skills and their abilities to run all aspects of a business.,2020,TV-14,54,['reality'],['US'],3.0,tt10549080,6.6,1824.0,5.298,7.1,3,6.85
