,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
0,ts20945,The Three Stooges,SHOW,"The Three Stooges were an American vaudeville and comedy team active from 1922 until 1970, best known for their 190 short subject films by Columbia Pictures that have been regularly airing on television since 1958. Their hallmark was physical farce and slapstick. In films, the stooges were commonly known by their actual first names. There were a total of six stooges over the act's run (with only three active at any given time), but Moe Howard and Larry Fine were the mainstays throughout the ensemble's nearly fifty-year run.",1934,TV-PG,19,"['comedy', 'family', 'animation', 'action', 'fantasy', 'horror']",['US'],26.0,tt0850645,8.6,1092.0,15.424,7.6,26,8.1
956,ts20005,I Love Lucy,SHOW,"Cuban Bandleader Ricky Ricardo would be happy if his wife Lucy would just be a housewife. Instead she tries constantly to perform at the Tropicana where he works, and make life comically frantic in the apartment building they share with landlords Fred and Ethel Mertz, who also happen to be their best friends.",1951,TV-G,30,"['comedy', 'family']",['US'],9.0,tt0043208,8.5,25944.0,17.088,8.1,9,8.3
969,ts42867,Mister Rogers' Neighborhood,SHOW,"Mister Rogers' Neighborhood is an American children's television series that was created and hosted by namesake Fred Rogers. The series originated in 1963 as Misterogers on CBC Television, and was later debuted in 1966 as Misterogers' Neighborhood on the regional Eastern Educational Network, followed by its US network debut on February 19, 1968, and it aired on NET and its successor, PBS, until August 31, 2001. The series is aimed primarily at preschool ages 2 to 5, but has been stated by PBS as ""appropriate for all ages"". Mister Rogers' Neighborhood was produced by Pittsburgh, Pennsylvania, USA public broadcaster WQED and Rogers' non-profit production company Family Communications, Inc.; previously known as Small World Enterprises prior to 1971, the company was renamed The Fred Rogers Company after Rogers' death.",1968,TV-Y,29,"['fantasy', 'music', 'family']",['US'],31.0,tt0062588,8.7,8675.0,8.747,4.7,31,6.699999999999999
980,ts21930,Lupin the Third,SHOW,"Arsene Lupin III is the grandson of the master thief Arsene Lupin. With his cohorts Daisuke Jigen and Goemon Ishikawa XIII and his love interest Fujiko Mine, he pulls off the greatest heists of all time while always escaping the grasp of Inspector Koichi Zenigata.",1971,TV-14,23,"['scifi', 'animation', 'action', 'comedy', 'crime']",['JP'],6.0,tt0159175,7.9,2116.0,45.829,8.0,6,7.95
983,ts14548,Dark Shadows,SHOW,"Dark Shadows is an American gothic soap opera that originally aired weekdays on the ABC television network, from June 27, 1966, to April 2, 1971. The show was created by Dan Curtis. The story bible, which was written by Art Wallace, does not mention any supernatural elements. It was unprecedented in daytime television when ghosts were introduced about six months after it began.

The series became hugely popular when vampire Barnabas Collins appeared a year into its run. Dark Shadows also featured werewolves, zombies, man-made monsters, witches, warlocks, time travel, and a parallel universe. A small company of actors each played many roles; indeed, as actors came and went, some characters were played by more than one actor. Major writers besides Art Wallace included Malcolm Marmorstein, Sam Hall, Gordon Russell, and Violet Welles.

Dark Shadows was distinguished by its vividly melodramatic performances, atmospheric interiors, memorable storylines, numerous dramatic plot twists, unusually adventurous music score, and broad and epic cosmos of characters and heroic adventures. Now regarded as something of a classic, it continues to enjoy an intense cult following. Although the original series ran for only five years, its scheduling as a daily daytime drama allowed it to amass more single episodes during its run than most other science-fiction/fantasy genre series produced for English-language television, including Doctor Who and the entire Star Trek television franchise. Only the paranormal soap opera Passions, with a total of 2,231 episodes, has more.",1966,TV-PG,24,"['scifi', 'romance', 'thriller', 'drama', 'fantasy', 'horror']",['US'],12.0,tt0059978,8.1,4694.0,25.263,6.7,12,7.4
986,ts21689,NOVA,SHOW,"PBS' premier science series helps viewers of all ages explore the science behind the headlines. Along the way, NOVA demystifies science and technology, and highlights the people involved in scientific pursuits.",1974,TV-PG,57,['documentation'],['US'],49.0,tt0206501,8.7,2725.0,71.043,7.1,49,7.8999999999999995
1016,ts46032,Gardeners' World,SHOW,"Gardeners' World is a long-running BBC Television programme about gardening, first broadcast in 1968 and still running as of 2013. Its first episode was presented by Ken Burras and came from Oxford Botanical Gardens. The magazine BBC Gardeners' World is a tie-in to the programme. Most of its episodes have been 30 minutes in length, although there are many specials that last longer. The 2008 and 2009 series used a 60-minute format.",1968,TV-G,54,['documentation'],['GB'],22.0,tt0260618,8.3,243.0,10.063,8.5,22,8.4
1028,ts21584,Rowan & Martin's Laugh-In,SHOW,An American sketch comedy television program hosted by comedians Dan Rowan and Dick Martin.,1968,TV-PG,56,"['comedy', 'music']",['US'],6.0,tt0062601,8.0,3090.0,7.815,7.2,6,7.6
1029,ts28251,The Gumby Show,SHOW,"Innovative ""Claymation"" adventures of Gumby and his horse Pokey.",1955,TV-G,13,"['comedy', 'family', 'fantasy', 'animation']",['US'],2.0,tt0050022,7.0,1493.0,4.508,5.2,2,6.1
1033,ts13300,The Danny Thomas Show,SHOW,"Danny Thomas, an entertainer, tries to balance his home life with the needs of his career, with hilarious results.",1953,TV-G,30,"['comedy', 'family']",['US'],11.0,tt0045410,7.1,1073.0,7.891,6.3,11,6.699999999999999
1038,ts21412,Route 66,SHOW,"Route 66 is an American TV series in which two young men traveled across America in a Chevrolet Corvette sports car. The show ran weekly on Fridays on CBS from October 7, 1960 to March 20, 1964. It starred Martin Milner as Tod Stiles and, for the first two and a half seasons, George Maharis as Buz Murdock. Maharis was ill for much of the third season, during which time Tod was shown traveling on his own. Tod met Lincoln Case, played by Glenn Corbett, late in the third season, and traveled with him until the end of the fourth and final season. The series currently airs on Me-TV, My Family TV and RTV.

Among the series more notable aspects were the featured Corvette convertible, and the program's instrumental theme song, which became a major pop hit.",1960,TV-Y7,51,['drama'],['US'],4.0,tt2367863,7.8,1697.0,7.797,6.2,4,7.0
1052,ts6953,The Donna Reed Show,SHOW,"The Donna Reed Show is an American situation comedy starring Donna Reed as the upper-middle-class housewife Donna Stone. Carl Betz co-stars as her pediatrician husband Dr. Alex Stone, and Shelley Fabares and Paul Petersen as their teenage children, Mary and Jeff. The show originally aired on ABC from September 24, 1958 to March 19, 1966. When Fabares left the show in 1963, Petersen's little sister, Patty Petersen, joined the cast as adopted daughter Trisha. Patty Petersen had first appeared in the episode, ""A Way of Her Own"", on January 31, 1963.

Bob Crane and Ann McCrea appeared in the last seasons as the Kelseys, friends of the Stones, and Darryl Richard became a near regular as Smitty, Jeff's best buddy. The show featured a variety of celebrity guests including Esther Williams as a famous dress designer, baseball superstars Don Drysdale and Willie Mays as themselves, teen heartthrob James Darren as a pop singer with the measles, canine superstar Lassie as herself, and young Jay North of CBS's Dennis the Menace.

The series was created by William S. Roberts and developed by Reed and her then husband, producer Tony Owen. Episodes revolved around typical family problems of the period such as firing a clumsy housekeeper, throwing a retirement bash for a colleague, and finding quality time away from the children. Edgy themes such as women's rights and freedom of the press were occasionally explored.",1958,TV-PG,30,"['comedy', 'family']",['US'],8.0,tt0051267,7.4,1616.0,21.518,6.3,8,6.85
1114,ts22096,Here's Lucy,SHOW,Here's Lucy is Lucille Ball's third network television sitcom. It ran on CBS from 1968 to 1974.,1968,TV-G,30,['comedy'],['US'],6.0,tt0062570,6.8,1584.0,7.342,7.3,6,7.05
1136,ts238,The Duchess of Duke Street,SHOW,"Set in London between 1900 and 1925, the story follows Louisa Leyton/Trotter, the eponymous ""Duchess"", who works her way up from servant to renowned cook to proprietress of the upper-class Bentinck Hotel in Duke Street, St. James's.",1976,TV-PG,52,['drama'],['GB'],2.0,tt0335657,8.3,1375.0,3.741,8.2,2,8.25
1217,ts30387,To Tell the Truth,SHOW,"The show features a panel of four celebrities attempting to correctly identify a described contestant who has an unusual occupation or experience. This central character is accompanied by two impostors who pretend to be the central character. The celebrity panelists question the three contestants; the impostors are allowed to lie but the central character is sworn ""to tell the truth"". After questioning, the panel attempts to identify which of the three challengers is telling the truth and is thus the central character.",1956,TV-G,29,"['reality', 'family']",['US'],7.0,tt0048907,7.7,482.0,2.983,7.8,7,7.75
1319,ts14710,Card Sharks,SHOW,"Card Sharks is an American television game show created by Chester Feldman for Mark Goodson-Bill Todman Productions. Two contestants compete for control of a row of oversized playing cards by answering questions posed by the host and then guessing if the next card is higher or lower in value than the previous one. The concept has been made into a series four separate times since its debut in 1978, and also appeared as part of CBS's Gameshow Marathon. The primary announcer for the first three series was Gene Wood.",1978,TV-G,24,['family'],['US'],6.0,tt0127991,6.8,445.0,0.811,7.0,6,6.9
1396,ts47033,The New 3 Stooges,SHOW,"Larry, Moe and Curly Joe bring their mastery of mirth, merriment and mayhem to plenty of places from the Old West to Outer Space and everywhere in between. The hijinks never stop as The Boys bumble and fumble their way from one zany adventure to the next in this animated slapstick series.",1965,TV-PG,19,"['comedy', 'animation', 'family']",['US'],1.0,tt0058832,7.0,334.0,3.11,10.0,1,8.5
1516,ts41173,Tattletales,SHOW,"Tattletales is an American game show which first aired on the CBS daytime schedule on February 18, 1974. It was hosted by Bert Convy, with several announcers, including Jack Clark, Gene Wood, Johnny Olson and John Harlan, providing the voiceover at various times.

The show's premise involved questions asked about celebrity couples' personal lives and was based on He Said, She Said, a syndicated Goodson-Todman show that aired during the 1969—1970 season.",1974,TV-PG,30,"['comedy', 'reality']",['US'],4.0,tt0071063,7.6,48.0,0.98,6.0,4,6.8
1813,ts41693,The Kids in the Hall,SHOW,"The Kids in the Hall is a Canadian sketch comedy group formed in 1984, consisting of comedians Dave Foley, Kevin McDonald, Bruce McCulloch, Mark McKinney, and Scott Thompson.",1989,TV-MA,24,['comedy'],['CA'],6.0,tt0096626,8.4,9794.0,14.945,7.7,6,8.05
1825,ts21396,Mr. Bean,SHOW,Mr Bean turns simple everyday tasks into chaotic situations and will leave you in stitches as he creates havoc wherever he goes.,1990,TV-PG,21,"['comedy', 'family', 'european']",['GB'],3.0,tt0096657,8.6,114774.0,31.763,7.9,3,8.25
1833,ts24918,He-Man and the Masters of the Universe,SHOW,"When Adam, Prince of the planet Eternia, raises his magic sword he transforms into He-Man (the most powerful man in the universe).  With his allies and friends, he battles the evil Skeletor and his minions to protect the secrets of Castle Greyskull.",1983,TV-Y7,23,"['action', 'scifi', 'family', 'fantasy', 'animation']",['US'],3.0,tt0126158,7.5,18355.0,25.159,7.3,3,7.4
1836,ts39067,Reading Rainbow,SHOW,"Journey to exciting places and build a lasting connection with your favorite books. Each episode centers on a theme from a book, or other children's literature, which is explored through a number of segments or stories.",1983,TV-Y,28,['family'],['US'],16.0,tt0085075,8.4,4618.0,2.832,8.8,16,8.600000000000001
1838,ts21715,Thomas & Friends,SHOW,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",1984,TV-Y,10,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",['GB'],24.0,tt0086815,6.5,4948.0,49.384,6.6,24,6.55
1840,ts242,Baywatch,SHOW,Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.,1989,TV-PG,46,"['action', 'drama', 'crime', 'romance']",['US'],11.0,tt0096542,5.3,27179.0,59.02,5.7,11,5.5
1854,ts21352,Home and Away,SHOW,"Home and Away is set in the fictional town of Summer Bay, a coastal town in New South Wales, and follows the personal and professional lives of the people living in the area. The show initially focused on the Fletcher family, Pippa and Tom Fletcher and their five foster children Frank Morgan, Carly Morris, Steven Matheson, Lynn Davenport and Sally Keating, who would go on to become one of the show's longest-running characters. The show also originally and currently focuses on the Stewart family. During the early 2000s, the central storylines focused on the Sutherlands and later, the Hunters. Home and Away had proved popular when it premiered in 1988 and had risen to become a hit in Australia, and after only a few weeks, the show tackled its first major and disturbing storyline, the rape of Carly Morris; it was one of the first shows to feature such storylines during the early timeslot. H&A has tackled many adult-themed and controversial storylines; something rarely found in its restricted timeslot.",1988,TV-14,24,"['drama', 'romance']",['AU'],35.0,tt0094481,5.1,5942.0,77.918,6.2,35,5.65
1855,ts24149,House of Cards,SHOW,"Frustrated at a new moderate Conservative government and deprived of a promotion to a senior position, chief whip Francis Urquhart prepares a meticulous plot to bring down the Prime Minister then to take his place.",1990,TV-14,54,"['war', 'action', 'crime', 'drama', 'european']",['GB'],3.0,tt0343249,8.5,14304.0,14.634,8.3,3,8.4
1857,ts28307,She-Ra: Princess of Power,SHOW,"She-Ra, He-Man's twin sister, is leading a group of freedom fighters known as the Great Rebellion in the hope of freeing their homeworld of Etheria from the tyrannical rule of Hordak and the Evil Horde.",1985,TV-Y7,22,"['animation', 'scifi', 'action', 'family', 'fantasy']",['US'],3.0,tt0126171,6.7,6128.0,17.018,7.6,3,7.15
1863,ts33633,Voltron: Defender of the Universe,SHOW,"Voltron is the name of a giant robot in an anime television series that features a team of space explorers known as the Voltron Force. The space explorers pilot robot lions who join together to form the giant robot with which they defend their galaxy from evil. Initially produced as a joint venture between World Events Productions and Toei Animation, the original television series aired in syndication from September 10, 1984 to November 18, 1985. The program was entitled Voltron: Defender of the Universe.",1984,TV-Y7,24,"['scifi', 'family', 'animation']","['US', 'JP']",3.0,tt0086824,7.9,4740.0,14.719,8.0,3,7.95
1873,ts968,Bobby's World,SHOW,"Bobby Generic lives in a typical suburban neighborhood and uses his overactive imagination to discover a world of daring adventure, incredible wonder and lots of laughs — all in pint-sized perspective.",1990,TV-Y,22,"['animation', 'comedy', 'family']",['US'],7.0,tt0103373,7.2,4503.0,7.875,7.0,7,7.1
1876,ts7296,227,SHOW,"A housewife sits on the stoop of her apartment building in a black neighborhood of Washington, D.C., and discusses all manner of things with her neighbors.",1985,TV-PG,24,['comedy'],['US'],5.0,tt0088470,6.6,3380.0,7.221,7.0,5,6.8
1902,ts22821,Pingu,SHOW,"Playful penguin Pingu lives with his family in Antarctica, where he often finds himself caught up in mischievous high jinks with his pal Robby.",1986,TV-Y,9,"['comedy', 'family', 'animation', 'european']","['CH', 'GB']",6.0,tt0100366,7.4,6678.0,37.099,6.8,6,7.1
1903,ts9142,The Bold and the Beautiful,SHOW,Continuing drama combining romance and intrigue set against the glittering backdrop of Beverly Hills and the American fashion industry.,1987,TV-14,21,"['drama', 'romance']",['US'],34.0,tt0092325,3.3,7627.0,260.884,5.8,34,4.55
1916,ts2760,Fireman Sam,SHOW,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,TV-Y,10,"['comedy', 'animation', 'family', 'crime', 'european']",['GB'],13.0,tt0329829,6.1,1759.0,25.697,7.3,13,6.699999999999999
1936,ts17762,Babar,SHOW,"Babar is a Canadian/French/Japanese animated television series produced in Quebec, Canada by Nelvana Limited and The Clifford Ross Company. It premiered in 1989 on CBC and HBO, subsequently was rerun on HBO Family and Qubo. The series is based on Jean de Brunhoff's original Babar books, and was Nelvana's first international co-production. The series' 78 episodes have been broadcast in 30 languages in over 150 countries. Episodes of Babar currently air on Ion Television and Qubo.

While the French author Laurent de Brunhoff pronounces the name Babar as ""BUH-bar"", the TV series in its first five seasons pronounces the name as ""BAB-bar"".

In 2010, a computer-animated sequel series spin-off of Babar titled Babar and the Adventures of Badou was launched. The new series focuses on a majority of new characters.",1989,TV-G,24,"['animation', 'comedy', 'drama', 'family', 'fantasy']","['CA', 'FR']",6.0,tt0156200,6.6,5.0,3.894,6.7,6,6.65
1969,ts25029,Press Your Luck,SHOW,"Press Your Luck is an American television daytime game show created by Bill Carruthers and Jan McCormack. It premiered on September 19, 1983, on CBS and ended on September 26, 1986. In the show, contestants collected spins by answering trivia questions and then used the spins on an 18-space game board to win cash and prizes. The person who amassed the most in cash and prizes at the end of the game won. Peter Tomarken was the show's host, and Rod Roddy was the primary announcer. John Harlan and Charlie O'Donnell filled in as substitute announcers for Roddy on different occasions. Press Your Luck was videotaped before a studio audience at CBS Television City, in Studios 33 and 43 in Hollywood, California. The show was a revival of Second Chance, which was hosted by Jim Peck and aired on ABC from March 7–July 15, 1977.

The show was known for the ""Whammy"" –a red cartoon creature wearing a cape. Landing on any of the Whammy's spaces on the game board took away the contestant's money, accompanied by an animation that would show the Whammy taking the loot, but frequently being chased away, blown up, or otherwise humiliated in the process. The Whammies were created and animated by Savage Steve Holland and Bill Kopp, and voiced by Carruthers. Approximately 50 different animations were used.",1983,TV-G,27,"['comedy', 'family']",['US'],3.0,tt0136655,7.5,699.0,5.072,8.8,3,8.15
2044,ts28758,My Pet Monster,SHOW,Max's ordinary monster doll comes to life when its shackles are released by a magic key.,1987,TV-Y,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt0213361,6.9,440.0,2.353,8.5,1,7.7
2112,ts34801,Super Password,SHOW,"Super Password is an American game show, hosted by Bert Convy, that aired on NBC from September 24, 1984 to March 24, 1989.",1984,TV-G,22,['family'],['US'],5.0,tt0086811,7.2,279.0,0.734,7.5,5,7.35
2217,ts20981,Survivor,SHOW,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",2000,TV-PG,48,['reality'],['US'],42.0,tt0239195,7.4,24368.0,73.107,7.3,42,7.35
2219,ts20951,SpongeBob SquarePants,SHOW,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",1999,TV-Y7,19,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],13.0,tt0206512,8.2,94527.0,18.085,7.6,13,7.8999999999999995
2222,ts15445,Buffy the Vampire Slayer,SHOW,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",1997,TV-14,52,"['scifi', 'drama', 'fantasy', 'romance', 'action']",['US'],7.0,tt0118276,8.3,142891.0,50.995,8.2,7,8.25
2224,ts21223,Pokémon,SHOW,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",1997,TV-Y7,22,"['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family']",['JP'],24.0,tt0168366,7.6,172.0,138.135,7.6,24,7.6
2233,ts13686,Farscape,SHOW,A freak accident during an experimental space mission catapults Astronaut John Crichton across a thousand galaxies to an alien battlefield.,1999,TV-14,48,"['scifi', 'action', 'drama']","['US', 'AU']",5.0,tt0187636,8.3,36483.0,28.242,7.9,5,8.100000000000001
2238,ts21321,The Real World,SHOW,"Each year, seven strangers in their twenties, from different backgrounds and countries, are chosen to come live together in a major city.",1992,TV-14,34,"['reality', 'comedy', 'animation', 'documentation', 'drama', 'history']",['US'],33.0,tt0867014,6.2,28.0,10.816,6.3,33,6.25
2241,ts46067,Sonic Underground,SHOW,"Sonic, Sonia, and Manic are the children of Queen Aleena Hedgehog, the rightful ruler of Mobius, and are pursued relentlessly by Doctor Robotnik and his bumbling bounty hunters sidekicks, Sleet and Dingo. As infants, the siblings were separated and placed in hiding to fulfill a prophecy made by the Oracle of Delphius that the triplets would grow up to find their estranged mother, overthrow Robotnik, and take their places once more as Mobius' rightful rulers.",1999,TV-Y7,22,"['action', 'thriller', 'fantasy', 'music', 'scifi', 'family', 'comedy', 'animation']","['US', 'FR']",1.0,tt0230804,6.1,2943.0,38.567,6.9,1,6.5
2244,ts20700,Mad About You,SHOW,"Young, urban newlyweds Paul and Jamie Buchman try to sustain their marital bliss while sidestepping the hurdles of love in the '90s.",1992,TV-PG,23,"['comedy', 'romance']",['US'],10.0,tt0406433,6.7,23155.0,17.895,6.4,10,6.550000000000001
2246,ts37874,The Man from Snowy River,SHOW,"The Man from Snowy River is an Australian television series based on Banjo Paterson's poem ""The Man from Snowy River"". Released in Australia as Banjo Paterson's The Man from Snowy River, the series was subsequently released in both the United States and the United Kingdom as Snowy River: The McGregor Saga.

The television series has no relationship to the 1982 film The Man from Snowy River or the 1988 sequel The Man from Snowy River II. Instead, the series follows the adventures of Matt McGregor, a successful squatter, and his family. Matt is the hero immortalized in Banjo Paterson's poem ""The Man from Snowy River"", and the series is set 25 years after his famous ride. The first season was very much a soap opera with several story arcs, but the primary one concerns the arrival of Matt's American nephew, who's bent on revenge, certain Matt cheated his father out of the station Matt now owns. In subsequent seasons, there were shorter story-arcs, often featuring guest stars over a few episodes, and some episodes stood entirely on their own. Stars and guest stars of the series included notables and future notables Andrew Clarke, Guy Pearce, Josh Lucas, Victoria Tennant, Olivia Newton John, Tracy Nelson, Lee Horsley, Dean Stockwell, Chad Lowe, Jane Badler, Wendy Hughes, Hugh Jackman, and Frances O'Connor.",1994,TV-PG,44,"['western', 'drama']",['AU'],4.0,tt0106136,7.3,830.0,15.796,6.6,4,6.949999999999999
2250,ts12767,Blue's Clues,SHOW,"Blue's Clues is an American children's television show that premiered on September 8, 1996 on the cable television network Nickelodeon, and ran for ten years, until August 6, 2006. Producers Angela Santomero, Todd Kessler and Traci Paige Johnson combined concepts from child development and early-childhood education with innovative animation and production techniques that helped their viewers learn. It was hosted originally by Steve Burns, who left in 2002 to pursue a music career, and later by Donovan Patton. Burns was a crucial reason for the show's success, and rumors that surrounded his departure were an indication of the show's emergence as a cultural phenomenon. Blue's Clues became the highest-rated show for preschoolers on American commercial television and was crucial to Nickelodeon's growth. It has been called ""one of the most successful, critically acclaimed, and ground-breaking preschool television series of all time"". A spin-off called Blue's Room premiered in 2004.

The show's producers and creators presented material in narrative format instead of the more traditional magazine format, used repetition to reinforce its curriculum, and structured every episode the same way. They used research about child development and young children's viewing habits that had been conducted in the thirty years since the debut of Sesame Street in the U.S. They revolutionized the genre by inviting their viewers' involvement. Research was part of the creative and decision-making process in the production of the show, and was integrated into all aspects and stages of the creative process. Blue's Clues was the first cutout animation series for preschoolers, and resembled a storybook in its use of primary colors and its simple construction paper shapes of familiar objects with varied colors and textures. Its home-based setting was familiar to American children, but had a look unlike other children's TV shows. A live production of Blue's Clues, which used many of the production innovations developed by the show's creators, toured the U.S. starting in 1999. As of 2002, over 2 million people had attended over 1,000 performances.",1996,TV-Y,25,"['comedy', 'family', 'animation']",['US'],7.0,tt0163929,6.9,5829.0,31.754,7.9,7,7.4
2251,ts11397,Adventures of Sonic the Hedgehog,SHOW,"Follow the adventures of Sonic the Hedgehog, and his sidekick Tails, as they attempt to stop Dr. Robotnik and his array of robots from taking over the planet Mobius.",1993,TV-Y7,22,"['action', 'animation', 'scifi', 'western', 'fantasy', 'comedy', 'family']",['US'],4.0,tt0222518,6.2,3808.0,23.374,6.2,4,6.2
2262,ts7221,Arthur,SHOW,"The show revolves around the lives of 8-year-old Arthur Read, an anthropomorphic aardvark, his friends and family, and their daily interactions with each other.",1996,TV-Y,26,"['comedy', 'fantasy', 'scifi', 'animation', 'drama', 'music', 'family']","['CA', 'US']",25.0,tt0169414,7.4,14014.0,24.827,7.0,25,7.2
2263,ts29358,Ghost Stories,SHOW,"Satsuki and Keiichirou Miyanoshita are two siblings recovering from the loss of their mother. After moving to their mother's hometown, they learn that the local school they have transferred is said to be haunted. Despite brushing it off as a silly rumor, the two soon discover that ghosts are indeed real.",2000,TV-MA,24,"['scifi', 'animation', 'thriller', 'comedy', 'horror']",['JP'],1.0,tt0285368,8.0,1884.0,11.242,8.3,1,8.15
2265,ts13984,Dora the Explorer,SHOW,A young girl named Dora goes on adventures with her red boot-wearing monkey named Boots.,2000,TV-Y,26,"['action', 'family', 'animation', 'fantasy', 'comedy']",['US'],8.0,tt0235917,4.2,6454.0,65.679,6.1,8,5.15
2267,ts19074,Angel,SHOW,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",1999,TV-PG,42,"['scifi', 'fantasy', 'thriller', 'action', 'drama']",['US'],5.0,tt0162065,7.9,69430.0,63.127,8.0,5,7.95
2281,ts8570,Barney & Friends,SHOW,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",1992,TV-G,28,['family'],['US'],14.0,tt0144701,3.8,9955.0,46.955,5.0,14,4.4
2290,ts30927,Tales from the Cryptkeeper,SHOW,"Tales from the Cryptkeeper is an animated series aimed at children made by Nelvana Limited, PeaceArch Entertainment, kaBOOM! Entertainment and Warner Bros. Television Animation. It was shown on TVO and ABC, and is still shown near Halloween on Teletoon. It was based on the live-action television show, Tales from the Crypt, which aired concurrently on HBO. Being directed at children, Tales From the Cryptkeeper was significantly milder than the live-action HBO version.

The series was cancelled on December 10, 1994. In 1999, the show returned to the air as New Tales from the Cryptkeeper. The animation was different from that of the previous episodes.",1993,TV-Y7,22,"['scifi', 'fantasy', 'horror', 'animation', 'comedy']","['CA', 'US']",3.0,tt0122837,7.5,1326.0,15.844,7.9,3,7.7
2293,ts22282,Queer as Folk,SHOW,"Stuart Jones has got it all. He's rich, drop-dead gorgeous and always the centre of attention. He can be forgiven the arrogance because he's pretty close to perfection. His best mate Vince Tyler is funny, adorable and definitely a babe but, unlike his friend, has zero confidence in himself. Since time began, Vince has carried a torch for Stuart but his love remains firmly unrequited. They're both 29, hitting Canal Street every night, stalwarts of the scene but just starting to wonder where else their lives may be going. Then along comes Nathan Maloney. Young, wild and coming out with a vengeance, he crowbars his way into their world and once he arrives, nothing is ever the same again.",1999,TV-MA,48,"['drama', 'european']",['GB'],2.0,tt0185102,8.2,6724.0,12.578,8.2,2,8.2
2297,ts9770,The Adventures of Tintin,SHOW,"Travel with Tintin, the young and intrepid Belgian reporter, and his faithful dog Snowy as they take you from Tibet to the Moon, or from Egypt to the depths of the sea -- solving mysteries, pursuing truth and justice, and gambling with their lives.",1991,TV-Y7,23,"['action', 'animation', 'family', 'comedy', 'crime', 'european']","['US', 'BE', 'CA', 'FR']",7.0,tt0179552,8.2,17859.0,25.766,8.0,7,8.1
2305,ts10993,Bottom,SHOW,"Richie Richard (socially awkward, sexually inexperienced) and Eddie Hitler (carefree alcoholic ) are two social outcasts living on the dole. Trapped together in a squalid flat in Hammersmith, London they are perpetually skint, bored and sexually frustrated. They spend their days scheming, bickering, and being nasty and sadistic to each other.",1991,TV-MA,30,"['comedy', 'european']",['GB'],3.0,tt0103376,8.3,12964.0,8.327,8.1,3,8.2
2306,ts31058,Zoboomafoo,SHOW,"Zoboomafoo is an American children's television series that aired from January 25, 1999, to April 28, 2001, and is still shown today in syndication depending on the area, and it is regularly shown on PBS Kids Sprout. A total of 65 episodes were aired. A creation of the Kratt Brothers, it features a talking Coquerel's Sifaka, a type of lemur, named Zoboomafoo, or Zoboo for short, and a collection of repeat animal guests. Every episode begins with the Kratt brothers in ""Animal Junction"", a peculiar place in which the rules of nature change and wild animals come to visit and play. After January 16, 2004, the show was pulled from its weekday airing on most PBS stations, though some continue to air the show.",1999,TV-Y,26,"['comedy', 'family', 'animation']","['CA', 'US']",2.0,tt0190211,7.5,3096.0,7.836,6.1,2,6.8
